key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
博多ラーメン#長浜ラーメン,博多ラーメン,節から起こした,福岡県,福岡市,,,節の見出し,,福岡県,福岡市,おもに福岡市中央区長浜の店舗や屋台のラーメンを指して、長浜ラーメンと呼ぶ。,"osm(place=city,node:1932338735)",,,,,由来は未精査,
甲府鳥もつ煮#鳥もつ煮,甲府鳥もつ煮,節から起こした,山梨県,甲府市,,,本文の鉤括弧,,山梨県,甲府市,山梨県内で「鳥もつ煮」と呼ばれているが、町おこしのために山梨県甲府市の名を採って「甲府鳥もつ煮」と呼ぶ事が始まった。,"osm(place=city,node:1808192270)",,本文の読み直し,この地域における鳥もつ煮の発祥・伝播は、1950年（昭和25年）頃に「鳥のもつが捨てられていてもったいない。なにか安くて美味しいものができないものか」と山梨県甲府市の蕎麦屋で考案したもので、それが評判となって他の飲食店に広がっていき、甲府の特徴的な食文化のひとつとなった。,奥藤,由来は未精査,
銚子漁港#タイ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,近年では銚子ブランド（プライドフィッシュ）として築地市場の目利きも唸る金目鯛と称賛される「銚子つりきんめ（銚金）」が知られるようになった。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#イワシ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,房総沖（太平洋）は近代に至るまで鰯の漁獲地として知られ、かつ背後に広大な農地を持つ穀倉地帯である関東平野・九十九里平野がひかえ豊富な資金力と必要時のみ動員できる労働力などの社会的条件を求め、紀州などの漁民が旅網や移住などの形で房総半島や九十九里浜沿岸に進出してきた。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#カツオ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,発祥は特定なし,主に獲れるものとして、春のタイ、夏のイワシ・カツオ、秋のサバ・サンマ、冬のヒラメなどがあり、このため全国から漁船がやってくる「漁業基地」となっている。
銚子漁港#マグロ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#サンマ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#サバ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,発祥は特定なし,主に獲れるものとして、春のタイ、夏のイワシ・カツオ、秋のサバ・サンマ、冬のヒラメなどがあり、このため全国から漁船がやってくる「漁業基地」となっている。
銚子漁港#ブリ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#アジ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,由来は未精査,
銚子漁港#ヒラメ,銚子漁港,産地,千葉県,,,,水揚げ・特産の記述,,千葉県,,マダイ、カツオ、マグロ類、マイワシ、サンマ、サバ、メカジキ、ブリ、アジ、ヒラメなど、魚種も豊富であり、これら魚介類を取扱う魚市場・卸売場も銚子漁港整備に呼応し、第1・第2・第3卸売場と受入施設の整備拡充が図られ、全国有数の漁業根拠地として更なる発展が期待されている。,jawiki(銚子),,,,,発祥は特定なし,主に獲れるものとして、春のタイ、夏のイワシ・カツオ、秋のサバ・サンマ、冬のヒラメなどがあり、このため全国から漁船がやってくる「漁業基地」となっている。
三崎漁港#マグロ,三崎漁港,産地,神奈川県,,,,水揚げ・特産の記述,,神奈川県,,日本有数のマグロ基地とされ、全国に13しかない特定第3種漁港に指定されている。,osm(三崎),,,,,由来は未精査,
焼津漁港#マグロ,焼津漁港,産地,静岡県,,,,水揚げ・特産の記述,,静岡県,,日本のマグロの水揚げ量の約3分1が焼津漁港であり、マグロの水揚げ量では日本一である。,osm(焼津),,,,,由来は未精査,
焼津漁港#カツオ,焼津漁港,産地,静岡県,,,,水揚げ・特産の記述,,静岡県,,世界中の海域で操業することのできる遠洋漁船による水揚げを主とし、遠洋マグロ漁船、遠洋カツオ漁船、海外まき網漁船による水揚げがほとんどである。,osm(焼津),,,,,発祥は特定なし,カツオ - 2019年（令和元年）度陸揚量全国1位。
焼津漁港#サバ,焼津漁港,産地,静岡県,,,,水揚げ・特産の記述,,静岡県,,焼津地区とは異なり、駿河湾内や伊豆諸島近海で1泊2日や日帰りの漁期で操業する近海漁船及び沿岸漁船による水揚げを主とし、サバ漁船、定置網漁船、大中型巻き網漁船による水揚げが多い。,osm(焼津),,,,,由来は未精査,
焼津漁港#アジ,焼津漁港,産地,静岡県,,,,水揚げ・特産の記述,,静岡県,,主な水揚げ品目は、サバ、アジ、イワシ、カツオなどの生鮮魚。,osm(焼津),,,,,由来は未精査,
焼津漁港#イワシ,焼津漁港,産地,静岡県,,,,水揚げ・特産の記述,,静岡県,,主な水揚げ品目は、サバ、アジ、イワシ、カツオなどの生鮮魚。,osm(焼津),,,,,発祥は特定なし,主な水揚げ品目は、サバ、アジ、イワシ、カツオなどの生鮮魚。
仙崎#イワシ,仙崎,産地,山口県,,,,水揚げ・特産の記述,,山口県,,代表作の一つである「大漁」は仙崎漁港に大量に水揚げされた鰯にモチーフを得たものだとされているし、王子山、弁天島、祇園社（八坂神社）など仙崎の風景を読んだ詩も数多く残されている。,jawiki(仙崎),,,,,由来は未精査,
油津港#マグロ,油津港,産地,宮崎県,,,,水揚げ・特産の記述,,宮崎県,,1933年（昭和8年）から1940年（昭和15年）にかけてマグロ漁が盛んとなり日本各地から約500隻の漁船が集まり、1日の水揚げ金額が1億円に達したこともあった。,osm(油津),,,,,由来は未精査,
須賀利町#マグロ,須賀利町,産地,三重県,,,,水揚げ・特産の記述,,三重県,,ヨコワ（クロマグロの幼魚） - 伊勢まぐろの養殖種苗となる松井 2015 21。,jawiki(須賀利),,,,,発祥は特定なし,ヨコワ（クロマグロの幼魚） - 伊勢まぐろの養殖種苗となる松井 2015 21。
気仙沼漁港#マグロ,気仙沼漁港,産地,宮城県,,,,水揚げ・特産の記述,,宮城県,,世界三大漁場 (cf.) の一つである三陸沖を操業域とする漁船の主要な水揚げ港の一つであると同時に、日本の遠洋漁業（主にマグロ）の基地の一つとなっている。,jawiki(気仙沼),,,,,由来は未精査,
気仙沼漁港#カツオ,気仙沼漁港,産地,宮城県,,,,水揚げ・特産の記述,,宮城県,,沖合漁業のカツオ漁船の受け入れを水産業復興の第一歩とするべく、シーズンが始まる6月下旬までに当港の総延長1kmの水揚岸壁のうち200mに応急的なかさ上げを施行。,jawiki(気仙沼),,,,,由来は未精査,
気仙沼漁港#サンマ,気仙沼漁港,産地,宮城県,,,,水揚げ・特産の記述,,宮城県,,カツオ、および、サメ類（主にネズミザメ［俗称：モウカザメ］）を始めとして、サンマ、カジキ類などで日本有数の水揚げを誇る。,jawiki(気仙沼),,,,,発祥は特定なし,カツオ、および、サメ類（主にネズミザメ［俗称：モウカザメ］）を始めとして、サンマ、カジキ類などで日本有数の水揚げを誇る。
